sk_rendimiento,fk_tiempo,fk_temporada,fk_equipo,fk_rival,es_local,goles_favor,goles_contra,tiros,tiros_puerta,corners,faltas,amarillas,rojas,resultado,xg_partido,xga_partido,source_id,load_timestamp
196,24,1,3,20,0,0,4,10,5,3,8,2,0,D,1.9155263157894737,0.8713157894736842,F1_laliga,2026-05-22 10:28:50.601665
197,25,1,20,18,1,1,5,18,3,7,11,0,0,a,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.601723
198,25,1,18,20,0,5,1,8,5,6,11,2,0,D,2.236842105263158,0.6342105263157896,F1_laliga,2026-05-22 10:28:50.601737
199,26,1,20,17,1,1,0,20,6,6,9,3,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.601795
200,26,1,17,20,0,0,1,7,4,3,10,1,0,D,2.1042105263157893,1.0342105263157895,F1_laliga,2026-05-22 10:28:50.601809
201,27,1,20,2,1,4,0,10,4,4,15,2,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.601869
202,27,1,2,20,0,0,4,14,3,5,19,2,0,D,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.601884
203,28,1,20,19,1,4,4,13,4,3,14,3,0,d,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.601940
204,28,1,19,20,0,4,4,10,3,4,10,1,0,D,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.601953
205,29,1,20,15,1,2,1,5,9,4,8,3,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602008
206,29,1,15,20,0,1,2,5,1,6,18,2,0,D,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.602021
207,30,1,20,13,1,3,2,13,7,4,8,2,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602076
208,30,1,13,20,0,2,3,8,5,1,9,0,0,D,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.602090
209,31,1,20,6,1,2,0,14,4,4,16,0,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602142
210,31,1,6,20,0,0,2,8,6,2,10,2,0,D,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.602156
211,32,1,20,7,1,1,0,12,8,4,15,3,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602209
212,32,1,7,20,0,0,1,11,4,4,8,1,0,D,1.3168421052631578,1.4318421052631578,F1_laliga,2026-05-22 10:28:50.602224
213,33,1,20,14,1,3,1,6,8,3,9,2,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602283
214,33,1,14,20,0,1,3,11,3,3,6,4,0,D,1.3757894736842105,1.3344736842105263,F1_laliga,2026-05-22 10:28:50.602297
215,34,1,20,8,1,1,1,20,4,3,18,4,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602355
216,34,1,8,20,0,1,1,11,5,3,12,1,0,D,1.6707894736842106,1.5489473684210526,F1_laliga,2026-05-22 10:28:50.602368
217,35,1,20,12,1,0,4,13,6,10,9,2,0,a,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602422
218,35,1,12,20,0,4,0,9,2,5,21,4,0,D,1.2934210526315788,1.784736842105263,F1_laliga,2026-05-22 10:28:50.602435
219,36,1,20,1,1,2,1,18,5,6,12,1,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602489
220,36,1,1,20,0,1,2,15,2,5,7,4,0,D,1.3,1.5910526315789475,F1_laliga,2026-05-22 10:28:50.602502
221,37,1,20,5,1,4,0,16,8,7,17,1,0,h,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602578
222,37,1,5,20,0,0,4,7,3,4,11,3,0,D,1.4460526315789475,1.5723684210526316,F1_laliga,2026-05-22 10:28:50.602595
223,1,1,20,9,1,0,5,13,7,5,5,1,0,a,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602663
224,1,1,9,20,0,5,0,13,4,3,14,2,0,D,1.2294736842105263,1.48,F1_laliga,2026-05-22 10:28:50.602676
225,2,1,20,10,1,0,0,13,7,7,7,2,0,d,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602733
226,2,1,10,20,0,0,0,12,4,3,11,0,0,D,1.3068421052631578,1.7763157894736843,F1_laliga,2026-05-22 10:28:50.602747
227,3,1,20,11,1,0,0,19,9,7,11,3,0,d,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.602825
228,3,1,11,20,0,0,0,4,3,4,15,1,0,D,0.9410526315789474,1.8444736842105265,F1_laliga,2026-05-22 10:28:50.602843
229,4,1,2,16,1,1,2,20,4,9,17,4,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.602902
230,4,1,16,2,0,2,1,10,1,3,12,4,0,D,2.2294736842105265,0.8292105263157895,F1_laliga,2026-05-22 10:28:50.602915
231,5,1,2,4,1,3,0,15,6,13,14,1,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.602971
232,5,1,4,2,0,0,3,8,2,4,16,0,0,D,2.3263157894736843,0.5984210526315789,F1_laliga,2026-05-22 10:28:50.602987
233,6,1,2,3,1,0,0,16,4,10,14,3,0,d,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603041
234,6,1,3,2,0,0,0,14,4,3,11,1,0,D,1.9155263157894737,0.8713157894736842,F1_laliga,2026-05-22 10:28:50.603055
235,7,1,2,18,1,1,2,18,7,2,9,5,0,a,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603109
236,7,1,18,2,0,2,1,13,6,1,20,2,0,D,2.236842105263158,0.6342105263157896,F1_laliga,2026-05-22 10:28:50.603123
237,8,1,2,17,1,1,1,9,2,4,15,1,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603176
238,8,1,17,2,0,1,1,14,2,4,10,4,1,D,2.1042105263157893,1.0342105263157895,F1_laliga,2026-05-22 10:28:50.603190
239,9,1,2,20,1,2,2,9,9,8,5,1,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603243
240,9,1,20,2,0,2,2,11,3,4,11,2,0,D,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.603256
241,10,1,2,19,1,1,1,11,2,6,15,1,0,a,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603319
242,10,1,19,2,0,1,1,15,4,7,18,2,0,D,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.603336
243,11,1,2,15,1,1,0,21,4,7,13,4,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603391
244,11,1,15,2,0,0,1,9,8,4,6,3,0,D,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.603404
245,12,1,2,13,1,1,1,11,10,1,13,1,0,d,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603494
246,12,1,13,2,0,1,1,7,1,3,10,2,0,D,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.603509
247,13,1,2,6,1,4,0,14,8,5,11,2,1,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603599
248,13,1,6,2,0,0,4,12,2,4,14,2,0,D,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.603614
249,14,1,2,7,1,2,1,10,5,4,8,4,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603679
250,14,1,7,2,0,1,2,7,5,3,9,2,0,D,1.3168421052631578,1.4318421052631578,F1_laliga,2026-05-22 10:28:50.603693
251,15,1,2,14,1,1,1,10,2,1,11,3,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603752
252,15,1,14,2,0,1,1,15,6,2,8,2,0,D,1.3757894736842105,1.3344736842105263,F1_laliga,2026-05-22 10:28:50.603766
253,16,1,2,8,1,1,1,12,5,6,11,1,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603851
254,16,1,8,2,0,1,1,7,5,2,12,2,0,D,1.6707894736842106,1.5489473684210526,F1_laliga,2026-05-22 10:28:50.603866
255,17,1,2,12,1,2,2,10,8,8,8,5,0,d,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603928
256,17,1,12,2,0,2,2,10,4,2,17,1,0,D,1.2934210526315788,1.784736842105263,F1_laliga,2026-05-22 10:28:50.603942
257,18,1,2,1,1,1,0,12,6,4,11,1,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.603997
258,18,1,1,2,0,0,1,10,2,3,10,3,0,D,1.3,1.5910526315789475,F1_laliga,2026-05-22 10:28:50.604011
259,19,1,2,5,1,4,0,14,6,5,9,3,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.604064
260,19,1,5,2,0,0,4,7,4,1,4,3,0,D,1.4460526315789475,1.5723684210526316,F1_laliga,2026-05-22 10:28:50.604078
261,20,1,2,9,1,2,2,8,6,4,10,2,0,a,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.604132
262,20,1,9,2,0,2,2,10,2,4,9,1,0,D,1.2294736842105263,1.48,F1_laliga,2026-05-22 10:28:50.604147
263,21,1,2,10,1,2,1,13,5,6,16,0,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.604201
264,21,1,10,2,0,1,2,8,4,7,9,1,0,D,1.3068421052631578,1.7763157894736843,F1_laliga,2026-05-22 10:28:50.604215
265,22,1,2,11,1,2,0,11,7,6,15,2,0,h,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.604269
266,22,1,11,2,0,0,2,12,6,8,7,2,0,D,0.9410526315789474,1.8444736842105265,F1_laliga,2026-05-22 10:28:50.604289
267,23,1,19,16,1,4,1,16,5,2,13,0,0,h,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604400
268,23,1,16,19,0,1,4,4,3,2,14,0,0,D,2.2294736842105265,0.8292105263157895,F1_laliga,2026-05-22 10:28:50.604415
269,24,1,19,4,1,1,2,12,6,2,3,5,0,a,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604479
270,24,1,4,19,0,2,1,8,2,3,12,3,1,D,2.3263157894736843,0.5984210526315789,F1_laliga,2026-05-22 10:28:50.604493
271,25,1,19,3,1,1,1,20,3,5,14,3,0,a,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604550
272,25,1,3,19,0,1,1,8,0,7,7,3,0,D,1.9155263157894737,0.8713157894736842,F1_laliga,2026-05-22 10:28:50.604587
273,26,1,19,18,1,1,1,16,7,4,10,3,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604656
274,26,1,18,19,0,1,1,10,3,5,6,3,0,D,2.236842105263158,0.6342105263157896,F1_laliga,2026-05-22 10:28:50.604670
275,27,1,19,17,1,2,2,15,5,4,15,2,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604727
276,27,1,17,19,0,2,2,14,5,5,11,3,0,D,2.1042105263157893,1.0342105263157895,F1_laliga,2026-05-22 10:28:50.604740
277,28,1,19,20,1,4,0,16,7,4,12,2,0,h,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604795
278,28,1,20,19,0,0,4,12,4,4,11,0,0,D,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.604808
279,29,1,19,2,1,1,1,16,6,7,7,4,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604863
280,29,1,2,19,0,1,1,15,5,2,14,4,0,D,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.604877
281,30,1,19,15,1,2,2,13,5,6,9,0,0,h,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.604931
282,30,1,15,19,0,2,2,10,7,6,15,2,0,D,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.604946
283,31,1,19,13,1,0,0,12,4,2,11,0,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605001
284,31,1,13,19,0,0,0,11,7,4,12,2,0,D,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.605015
285,32,1,19,6,1,1,1,16,3,8,12,2,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605068
286,32,1,6,19,0,1,1,8,5,4,10,3,0,D,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.605081
287,33,1,19,7,1,1,2,9,6,5,9,1,1,h,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605132
288,33,1,7,19,0,2,1,8,3,4,13,3,0,D,1.3168421052631578,1.4318421052631578,F1_laliga,2026-05-22 10:28:50.605145
289,34,1,19,14,1,2,0,10,3,4,14,1,0,h,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605198
290,34,1,14,19,0,0,2,13,2,2,14,4,0,D,1.3757894736842105,1.3344736842105263,F1_laliga,2026-05-22 10:28:50.605211
291,35,1,19,8,1,2,2,10,2,2,5,1,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605264
292,35,1,8,19,0,2,2,16,5,7,10,1,0,D,1.6707894736842106,1.5489473684210526,F1_laliga,2026-05-22 10:28:50.605285
293,36,1,19,12,1,0,2,16,7,4,9,2,0,a,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605344
294,36,1,12,19,0,2,0,11,6,6,16,3,0,D,1.2934210526315788,1.784736842105263,F1_laliga,2026-05-22 10:28:50.605358
295,37,1,19,1,1,2,2,9,5,4,14,3,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605412
296,37,1,1,19,0,2,2,8,2,3,14,3,0,D,1.3,1.5910526315789475,F1_laliga,2026-05-22 10:28:50.605426
297,1,1,19,5,1,0,0,21,3,7,11,1,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605479
298,1,1,5,19,0,0,0,6,4,6,10,3,0,D,1.4460526315789475,1.5723684210526316,F1_laliga,2026-05-22 10:28:50.605492
299,2,1,19,9,1,0,1,14,6,6,10,3,0,a,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605545
300,2,1,9,19,0,1,0,8,5,3,11,2,0,D,1.2294736842105263,1.48,F1_laliga,2026-05-22 10:28:50.605584
301,3,1,19,10,1,3,0,7,8,2,11,2,0,h,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605652
302,3,1,10,19,0,0,3,10,4,4,16,2,0,D,1.3068421052631578,1.7763157894736843,F1_laliga,2026-05-22 10:28:50.605668
303,4,1,19,11,1,1,1,15,5,6,10,1,0,d,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.605728
304,4,1,11,19,0,1,1,15,4,3,10,1,0,D,0.9410526315789474,1.8444736842105265,F1_laliga,2026-05-22 10:28:50.605742
305,5,1,15,16,1,0,4,21,6,4,18,3,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.605798
306,5,1,16,15,0,4,0,13,3,1,11,2,0,D,2.2294736842105265,0.8292105263157895,F1_laliga,2026-05-22 10:28:50.605811
307,6,1,15,4,1,2,0,15,7,3,9,3,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.605866
308,6,1,4,15,0,0,2,9,2,2,7,1,0,D,2.3263157894736843,0.5984210526315789,F1_laliga,2026-05-22 10:28:50.605880
309,7,1,15,3,1,0,0,16,3,6,20,4,1,a,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.605933
310,7,1,3,15,0,0,0,12,3,2,11,0,0,D,1.9155263157894737,0.8713157894736842,F1_laliga,2026-05-22 10:28:50.605947
311,8,1,15,18,1,2,1,11,5,10,8,2,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606001
312,8,1,18,15,0,1,2,9,5,3,12,3,0,D,2.236842105263158,0.6342105263157896,F1_laliga,2026-05-22 10:28:50.606016
313,9,1,15,17,1,4,0,13,6,5,15,2,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606069
314,9,1,17,15,0,0,4,10,5,6,13,1,0,D,2.1042105263157893,1.0342105263157895,F1_laliga,2026-05-22 10:28:50.606083
315,10,1,15,20,1,0,0,10,3,12,9,2,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606137
316,10,1,20,15,0,0,0,10,1,1,15,4,0,D,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.606150
317,11,1,15,2,1,0,0,11,5,4,15,1,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606203
318,11,1,2,15,0,0,0,9,4,1,13,4,0,D,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.606216
319,12,1,15,19,1,1,0,14,3,2,12,1,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606269
320,12,1,19,15,0,0,1,13,4,4,10,0,1,D,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.606289
321,13,1,15,13,1,0,2,15,8,7,14,3,0,a,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606349
322,13,1,13,15,0,2,0,11,2,3,13,0,0,D,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.606364
323,14,1,15,6,1,2,2,11,6,2,16,4,0,d,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606419
324,14,1,6,15,0,2,2,6,3,6,9,3,0,D,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.606432
325,15,1,15,7,1,0,2,11,9,1,14,3,0,a,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606485
326,15,1,7,15,0,2,0,13,4,2,13,5,0,D,1.3168421052631578,1.4318421052631578,F1_laliga,2026-05-22 10:28:50.606498
327,16,1,15,14,1,0,0,17,4,8,12,2,1,d,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606564
328,16,1,14,15,0,0,0,9,5,6,11,3,0,D,1.3757894736842105,1.3344736842105263,F1_laliga,2026-05-22 10:28:50.606587
329,17,1,15,8,1,0,0,13,4,4,11,2,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606653
330,17,1,8,15,0,0,0,10,5,3,14,0,0,D,1.6707894736842106,1.5489473684210526,F1_laliga,2026-05-22 10:28:50.606666
331,18,1,15,12,1,1,1,14,7,4,17,1,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606723
332,18,1,12,15,0,1,1,6,3,6,12,1,0,D,1.2934210526315788,1.784736842105263,F1_laliga,2026-05-22 10:28:50.606738
333,19,1,15,1,1,3,0,12,5,5,19,1,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606793
334,19,1,1,15,0,0,3,7,4,5,14,1,0,D,1.3,1.5910526315789475,F1_laliga,2026-05-22 10:28:50.606806
335,20,1,15,5,1,0,0,17,4,5,10,0,0,d,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606860
336,20,1,5,15,0,0,0,14,2,3,15,1,0,D,1.4460526315789475,1.5723684210526316,F1_laliga,2026-05-22 10:28:50.606874
337,21,1,15,9,1,0,2,16,3,5,8,1,0,a,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606926
338,21,1,9,15,0,2,0,7,2,4,12,5,0,D,1.2294736842105263,1.48,F1_laliga,2026-05-22 10:28:50.606940
339,22,1,15,10,1,0,0,10,3,3,14,2,0,a,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.606992
340,22,1,10,15,0,0,0,8,4,0,12,3,0,D,1.3068421052631578,1.7763157894736843,F1_laliga,2026-05-22 10:28:50.607006
341,23,1,15,11,1,1,0,13,3,4,14,3,0,h,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.607060
342,23,1,11,15,0,0,1,8,5,1,13,1,0,D,0.9410526315789474,1.8444736842105265,F1_laliga,2026-05-22 10:28:50.607077
343,24,1,13,16,1,0,0,12,6,6,6,2,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607131
344,24,1,16,13,0,0,0,3,2,7,14,2,0,D,2.2294736842105265,0.8292105263157895,F1_laliga,2026-05-22 10:28:50.607145
345,25,1,13,4,1,0,3,14,1,4,11,1,0,a,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607197
346,25,1,4,13,0,3,0,8,5,2,9,2,0,D,2.3263157894736843,0.5984210526315789,F1_laliga,2026-05-22 10:28:50.607210
347,26,1,13,3,1,1,1,9,7,4,10,0,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607263
348,26,1,3,13,0,1,1,9,3,2,12,4,0,D,1.9155263157894737,0.8713157894736842,F1_laliga,2026-05-22 10:28:50.607282
349,27,1,13,18,1,0,0,8,3,6,17,4,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607341
350,27,1,18,13,0,0,0,10,3,9,13,3,0,D,2.236842105263158,0.6342105263157896,F1_laliga,2026-05-22 10:28:50.607355
351,28,1,13,17,1,2,2,7,3,11,20,3,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607408
352,28,1,17,13,0,2,2,12,3,4,8,1,0,D,2.1042105263157893,1.0342105263157895,F1_laliga,2026-05-22 10:28:50.607424
353,29,1,13,20,1,3,2,11,4,7,19,2,0,a,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607509
354,29,1,20,13,0,2,3,8,5,5,9,2,0,D,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.607523
355,30,1,13,2,1,1,1,14,7,3,14,1,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607613
356,30,1,2,13,0,1,1,11,8,3,13,2,1,D,1.928157894736842,0.966842105263158,F1_laliga,2026-05-22 10:28:50.607627
357,31,1,13,19,1,0,1,13,6,3,11,5,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607689
358,31,1,19,13,0,1,0,11,6,4,13,1,0,D,1.6563157894736842,1.1736842105263159,F1_laliga,2026-05-22 10:28:50.607703
359,32,1,13,15,1,1,1,17,8,4,13,0,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607758
360,32,1,15,13,0,1,1,11,2,3,14,3,0,D,1.4784210526315789,1.0126315789473683,F1_laliga,2026-05-22 10:28:50.607771
361,33,1,13,6,1,3,0,11,5,6,6,0,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607826
362,33,1,6,13,0,0,3,8,6,4,13,2,0,D,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.607841
363,34,1,13,7,1,1,1,12,3,6,18,3,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607895
364,34,1,7,13,0,1,1,13,3,5,12,3,0,D,1.3168421052631578,1.4318421052631578,F1_laliga,2026-05-22 10:28:50.607908
365,35,1,13,14,1,2,2,15,3,5,18,0,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.607961
366,35,1,14,13,0,2,2,10,6,5,18,2,0,D,1.3757894736842105,1.3344736842105263,F1_laliga,2026-05-22 10:28:50.607974
367,36,1,13,8,1,1,2,13,7,8,13,4,0,a,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608026
368,36,1,8,13,0,2,1,9,1,4,7,0,0,D,1.6707894736842106,1.5489473684210526,F1_laliga,2026-05-22 10:28:50.608040
369,37,1,13,12,1,0,1,15,3,4,6,1,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608091
370,37,1,12,13,0,1,0,6,4,5,7,3,0,D,1.2934210526315788,1.784736842105263,F1_laliga,2026-05-22 10:28:50.608104
371,1,1,13,1,1,3,2,17,7,3,7,2,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608156
372,1,1,1,13,0,2,3,10,3,3,11,1,0,D,1.3,1.5910526315789475,F1_laliga,2026-05-22 10:28:50.608170
373,2,1,13,5,1,2,1,13,8,2,10,4,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608223
374,2,1,5,13,0,1,2,9,4,3,8,3,0,D,1.4460526315789475,1.5723684210526316,F1_laliga,2026-05-22 10:28:50.608236
375,3,1,13,9,1,4,1,15,2,3,17,3,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608295
376,3,1,9,13,0,1,4,8,7,3,11,1,0,D,1.2294736842105263,1.48,F1_laliga,2026-05-22 10:28:50.608309
377,4,1,13,10,1,1,1,9,6,1,11,3,0,h,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608366
378,4,1,10,13,0,1,1,11,8,5,5,5,0,D,1.3068421052631578,1.7763157894736843,F1_laliga,2026-05-22 10:28:50.608380
379,5,1,13,11,1,1,1,14,5,3,19,2,0,d,1.792894736842105,1.1571052631578946,F1_laliga,2026-05-22 10:28:50.608434
380,5,1,11,13,0,1,1,5,5,1,10,1,0,D,0.9410526315789474,1.8444736842105265,F1_laliga,2026-05-22 10:28:50.608448
381,6,1,6,16,1,1,1,11,4,4,12,2,2,d,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.608502
382,6,1,16,6,0,1,1,11,3,4,10,4,0,D,2.2294736842105265,0.8292105263157895,F1_laliga,2026-05-22 10:28:50.608518
383,7,1,6,4,1,1,1,9,4,3,17,1,0,d,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.608593
384,7,1,4,6,0,1,1,7,1,3,17,1,0,D,2.3263157894736843,0.5984210526315789,F1_laliga,2026-05-22 10:28:50.608608
385,8,1,6,3,1,0,2,18,6,1,12,0,0,a,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.608672
386,8,1,3,6,0,2,0,13,8,2,10,0,0,D,1.9155263157894737,0.8713157894736842,F1_laliga,2026-05-22 10:28:50.608685
387,9,1,6,18,1,3,3,9,4,4,11,3,0,d,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.608741
388,9,1,18,6,0,3,3,5,5,4,15,6,0,D,2.236842105263158,0.6342105263157896,F1_laliga,2026-05-22 10:28:50.608754
389,10,1,6,17,1,1,0,14,3,7,12,2,0,h,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.608808
390,10,1,17,6,0,0,1,18,4,5,14,0,0,D,2.1042105263157893,1.0342105263157895,F1_laliga,2026-05-22 10:28:50.608822
391,11,1,6,20,1,0,0,9,4,3,10,1,0,h,1.2586842105263158,1.2305263157894737,F1_laliga,2026-05-22 10:28:50.608878
392,11,1,20,6,0,0,0,6,5,3,12,1,0,D,2.0105263157894737,0.9468421052631578,F1_laliga,2026-05-22 10:28:50.608892
